Date,Latitude,Longitude,Temperature_C,Humidity_%,AOD,Fires_Nearby,PM2.5,CO,AQI
2025-06-19,25.7322,94.5586,31.4,64.4,0.213,1,30.2,4.14,50
2025-06-21,8.5252,82.5834,31.8,61.2,0.54,2,77.8,10.51,100
2025-06-29,33.2916,91.0582,36.5,84.1,0.57,3,52.0,15.01,100
2025-06-25,35.0314,71.9366,43.7,82.9,0.282,2,54.1,7.22,100
2025-06-03,24.3889,96.3457,25.0,88.0,0.942,2,78.5,21.21,100
2025-06-23,28.2029,95.9662,31.5,66.7,0.305,0,39.7,8.55,50
2025-06-30,34.7525,72.7481,26.1,88.0,0.468,0,44.3,8.21,50
2025-06-10,28.5099,76.6833,40.0,78.3,0.239,1,57.7,6.34,100
2025-06-04,12.4236,70.9045,29.1,39.0,0.582,3,73.9,17.78,100
2025-06-14,24.7124,75.8798,24.8,49.9,0.377,1,15.4,7.72,50
2025-06-04,25.5947,91.6627,35.2,36.7,0.54,2,69.4,9.39,100
2025-06-28,20.2998,78.9712,40.7,20.3,0.302,1,53.7,8.18,100
2025-06-28,29.3569,70.5635,35.3,33.2,0.148,1,34.6,0.5,50
2025-06-16,35.0966,77.9245,33.0,20.3,0.801,2,89.3,14.82,100
2025-06-27,34.8415,96.4601,34.0,70.4,0.677,2,79.7,14.55,100
2025-06-14,21.0743,86.2608,39.1,49.8,0.407,2,44.0,9.08,50
2025-06-02,11.2839,80.0687,27.6,41.9,0.143,0,14.9,3.24,50
2025-06-03,36.5604,72.8296,31.4,73.3,0.879,2,87.8,22.99,100
2025-06-28,32.328,96.5991,29.7,78.3,0.253,0,31.7,5.23,50
2025-06-16,11.6152,91.8046,26.2,88.3,0.938,3,87.2,19.11,100
2025-06-29,34.7044,76.1628,30.4,64.9,0.531,1,58.2,9.84,100
2025-06-23,33.227,70.032,37.5,52.3,0.406,1,58.0,7.71,100
2025-06-30,23.0463,69.6421,34.8,41.4,0.768,3,90.3,14.43,100
2025-06-18,25.147,71.491,35.2,35.6,0.889,3,89.3,20.4,100
2025-06-27,19.5711,84.8423,32.7,34.9,0.434,1,71.6,9.78,100
2025-06-24,9.5881,94.9341,34.6,48.6,0.467,1,56.1,10.77,100
2025-06-28,17.7207,82.4056,28.0,89.4,0.49,1,52.3,11.9,100
2025-06-11,31.2828,92.4454,30.5,20.1,0.93,1,94.3,20.34,100
2025-06-29,8.1343,80.9307,33.0,33.8,0.723,2,65.7,12.7,100
2025-06-20,17.6715,88.5489,33.4,33.2,0.323,3,45.2,7.4,50
2025-06-29,19.5469,89.2243,33.6,70.2,0.266,3,34.7,6.34,50
2025-06-12,23.5845,73.0449,31.3,44.7,0.307,1,41.5,9.39,50
2025-06-07,34.6758,78.4753,30.1,52.0,0.337,4,27.2,11.67,50
2025-06-08,18.044,86.4818,47.8,30.4,0.307,3,54.1,6.79,100
2025-06-09,18.0616,70.0502,36.5,48.3,0.693,2,81.7,12.88,100
2025-06-20,29.3875,78.4847,34.1,27.2,0.204,2,27.0,5.4,50
2025-06-28,21.1143,83.5092,30.8,57.3,0.449,4,43.2,10.34,50
2025-06-14,14.5135,96.8905,29.7,26.9,0.663,4,68.5,15.09,100
2025-06-29,21.1207,81.7615,31.3,75.3,0.362,0,52.4,9.67,100
2025-06-18,12.0849,91.6656,33.5,59.7,0.159,4,25.7,5.72,50
2025-06-10,13.1152,80.53,22.6,70.7,0.174,2,18.0,3.52,50
2025-06-21,22.4527,91.0953,24.2,49.3,0.213,2,10.9,3.94,50
2025-06-16,20.1488,85.267,28.8,46.7,0.852,2,83.9,15.17,100
2025-06-14,34.5305,93.7113,33.0,26.9,0.692,1,76.1,15.46,100
2025-06-08,18.5094,79.9173,30.8,56.7,0.158,2,12.6,4.72,50
2025-06-28,24.8371,85.5248,39.4,56.0,0.452,1,61.8,10.67,100
2025-06-13,26.3357,86.2705,24.6,52.8,0.351,1,42.7,7.49,50
2025-06-09,8.3797,80.1041,28.2,71.8,0.62,2,76.7,11.29,100
2025-06-27,27.2426,72.185,39.6,78.3,0.571,0,85.3,11.53,100
2025-06-10,13.163,70.7132,32.7,72.6,0.533,2,60.4,13.94,100
2025-06-28,35.871,68.4835,36.4,30.1,0.383,4,40.7,9.78,50
2025-06-20,12.3112,93.3325,42.3,63.5,0.224,2,65.3,8.77,100
2025-06-29,20.0241,74.8578,28.5,25.6,0.768,1,69.4,16.36,100
2025-06-20,10.4751,74.1337,31.5,68.6,0.892,1,106.7,22.28,200
2025-06-21,36.9094,89.345,30.6,46.7,0.95,3,99.6,24.6,100
2025-06-07,22.5637,77.2805,22.2,29.3,0.153,1,10.0,1.76,50
2025-06-22,25.2662,82.6753,30.4,80.3,0.766,0,62.4,14.03,100
2025-06-26,9.9452,72.7128,36.4,63.0,0.754,1,98.9,14.67,100
2025-06-14,29.7489,95.8326,34.7,44.8,0.952,4,96.5,17.62,100
2025-06-12,14.0873,92.6959,35.1,22.2,0.328,4,27.9,9.49,50
2025-06-17,34.0436,93.0499,30.1,57.6,0.768,4,74.3,18.23,100
2025-06-22,13.949,79.7964,28.7,84.6,0.149,3,12.9,4.86,50
2025-06-20,13.5299,90.1085,38.3,61.7,0.668,2,83.0,11.91,100
2025-06-27,9.0599,72.1724,29.5,88.0,0.416,3,44.0,13.0,50
2025-06-18,21.6899,68.25,33.5,29.6,0.792,3,77.1,13.58,100
2025-06-05,24.3804,68.5792,32.8,59.8,0.877,2,91.9,15.89,100
2025-06-27,9.9056,85.0115,39.3,75.9,0.428,1,73.9,10.83,100
2025-06-23,30.4903,81.2065,36.9,56.8,0.573,1,57.1,12.59,100
2025-06-04,21.1454,83.0224,25.5,26.4,0.206,2,18.6,3.89,50
2025-06-21,23.2073,68.2164,26.1,60.8,0.475,5,31.1,12.11,50
2025-06-30,20.7821,80.2579,34.9,62.8,0.425,1,45.7,9.26,50
2025-06-08,19.6221,88.824,31.7,71.0,0.265,2,40.4,8.66,50
2025-06-13,24.2296,80.8381,29.7,73.3,0.905,1,69.7,16.17,100
2025-06-27,12.502,89.2344,37.1,74.0,0.233,1,54.9,5.74,100
2025-06-12,13.2759,74.7575,32.9,66.4,0.672,3,58.6,17.1,100
2025-06-09,32.9918,91.5811,32.3,35.1,0.901,4,73.5,18.02,100
2025-06-14,35.4373,85.0645,35.9,48.3,0.921,1,101.1,18.82,200
2025-06-18,18.826,74.1121,30.1,74.3,0.814,1,77.3,16.66,100
2025-06-10,15.8516,74.8649,39.8,86.7,0.259,1,34.4,2.45,50
2025-06-12,26.676,86.2129,28.1,25.5,0.836,3,87.2,18.8,100
2025-06-03,19.8533,92.0682,35.3,57.5,0.349,1,33.6,8.18,50
2025-06-17,8.7362,80.0532,39.2,41.9,0.93,0,112.5,21.59,200
2025-06-19,12.5284,75.4907,25.1,35.8,0.738,2,74.7,15.72,100
2025-06-14,28.7632,93.1433,30.3,55.4,0.807,3,67.4,18.52,100
2025-06-13,27.1088,87.4088,37.7,62.4,0.177,0,39.5,6.48,50
2025-06-07,8.7858,80.9945,37.8,20.7,0.624,4,81.8,13.2,100
2025-06-13,14.4372,82.1491,31.1,74.6,0.839,1,101.1,14.92,200
2025-06-18,14.7012,73.9234,28.3,77.4,0.875,2,85.0,18.74,100
2025-06-07,27.4849,86.1773,36.8,87.6,0.126,0,14.5,2.13,50
2025-06-24,8.5716,78.4035,37.9,32.6,0.945,4,118.9,20.72,200
2025-06-18,11.0191,96.8737,26.2,61.6,0.139,3,10.0,3.43,50
2025-06-25,31.1976,81.9253,26.0,49.9,0.653,2,77.5,12.38,100
2025-06-14,13.1778,82.0907,33.1,43.4,0.724,2,84.1,17.35,100
2025-06-29,26.9296,84.4097,35.1,59.6,0.197,0,27.1,3.9,50
2025-06-02,14.9073,94.5859,30.5,74.8,0.143,0,10.0,7.35,50
2025-06-30,10.8838,91.2237,35.4,21.6,0.806,4,87.7,16.04,100
2025-06-05,15.052,81.0828,28.4,87.9,0.446,1,51.6,13.43,100
2025-06-21,28.9457,88.8423,21.4,76.7,0.196,4,10.0,6.51,50
2025-06-16,32.8152,85.0008,29.9,72.6,0.786,2,74.4,16.76,100
2025-06-21,32.0764,82.2786,32.3,73.2,0.864,0,73.7,15.08,100
2025-06-17,19.5183,73.5772,30.6,47.2,0.629,0,53.4,11.25,100
2025-06-13,27.3745,81.4542,26.2,72.6,0.245,2,12.7,8.42,50
2025-06-06,13.9445,75.1287,22.9,47.1,0.114,1,10.0,0.5,50
2025-06-08,16.5013,94.5304,29.4,82.9,0.731,2,75.7,12.03,100
2025-06-26,33.9937,77.7268,36.5,32.4,0.595,1,76.3,9.18,100
2025-06-27,8.3771,95.6157,38.3,40.5,0.686,3,94.9,17.56,100
2025-06-27,10.4797,83.4586,37.9,58.6,0.832,1,111.1,18.5,200
2025-06-27,14.0287,86.3148,27.9,42.3,0.491,2,57.8,8.79,100
2025-06-26,8.7694,83.7453,26.2,49.7,0.212,2,11.7,4.3,50
2025-06-21,13.2616,71.752,34.5,54.5,0.946,2,103.7,20.18,200
2025-06-25,24.9082,78.8988,35.2,79.9,0.591,1,61.3,14.36,100
2025-06-08,20.2213,70.8752,34.0,56.6,0.654,1,73.9,11.55,100
2025-06-26,33.8875,86.0657,21.9,45.4,0.94,3,80.2,20.57,100
2025-06-13,31.7059,80.9594,27.7,37.3,0.938,2,78.9,19.07,100
2025-06-01,17.9127,90.5616,31.9,48.6,0.615,2,78.9,13.09,100
2025-06-13,15.5233,74.3936,34.4,56.1,0.368,3,60.5,7.07,100
2025-06-19,19.0111,72.7724,35.8,72.2,0.997,1,100.8,20.86,200
2025-06-12,25.1186,79.7836,32.7,28.5,0.713,3,80.6,14.2,100
2025-06-27,15.7738,94.871,33.7,35.5,0.468,1,45.2,10.05,50
2025-06-23,26.1003,88.6022,32.4,46.6,0.604,1,63.2,15.7,100
2025-06-12,19.8729,80.1488,35.4,45.2,0.474,2,50.2,12.57,100
2025-06-13,24.0094,83.0009,33.6,47.4,0.899,1,89.0,21.26,100
2025-06-23,20.6477,70.4422,32.3,75.5,0.534,3,58.8,12.81,100
2025-06-17,16.5395,96.5527,30.7,42.7,0.841,1,67.0,19.59,100
2025-06-11,35.5051,87.3258,32.4,55.1,0.856,2,84.0,14.52,100
2025-06-28,30.1446,76.2767,34.4,63.7,0.842,1,131.0,13.95,200
2025-06-09,12.0633,84.9884,33.3,36.3,0.75,1,64.5,13.49,100
2025-06-21,33.1856,71.175,33.9,70.3,0.869,3,88.9,17.01,100
2025-06-29,22.1355,96.0093,38.7,58.3,0.449,4,60.8,13.08,100
2025-06-21,33.942,73.0688,33.3,51.3,0.203,2,23.5,2.04,50
2025-06-21,31.1958,86.7929,28.8,76.7,0.858,3,76.4,15.95,100
2025-06-07,20.3312,75.1182,36.4,37.0,0.548,3,74.1,12.22,100
2025-06-11,8.6516,88.8093,25.2,81.8,0.215,2,15.8,5.57,50
2025-06-21,15.7916,90.5278,26.6,59.3,0.204,2,10.0,6.83,50
2025-06-24,23.7074,87.5292,33.7,62.6,0.243,3,38.4,5.83,50
2025-06-22,26.3709,85.8205,34.6,81.3,0.776,2,79.2,16.15,100
2025-06-04,15.4787,93.8816,25.8,77.2,0.74,1,59.0,17.07,100
2025-06-16,12.0413,70.2802,30.1,62.1,0.283,6,34.3,6.86,50
2025-06-02,32.213,77.5965,29.0,72.7,0.862,2,71.6,18.49,100
2025-06-29,36.5477,75.2003,29.6,50.3,0.353,2,52.3,9.2,100
2025-06-13,23.245,96.6524,36.7,58.3,0.814,1,106.6,16.04,200
2025-06-07,12.9787,79.2923,35.5,24.3,0.54,0,67.7,12.52,100
2025-06-06,15.8969,89.2458,31.9,26.3,0.758,2,72.8,14.45,100
2025-06-07,8.5333,87.857,29.3,78.1,0.443,2,32.6,12.98,50
2025-06-23,34.5147,74.1504,25.3,24.2,0.412,2,10.0,8.61,50
2025-06-10,11.4148,74.9309,39.1,31.9,0.857,2,115.5,17.26,200
2025-06-10,24.719,76.1573,35.0,75.7,0.132,1,11.0,0.5,50
2025-06-13,15.9476,79.9227,28.5,20.1,0.977,7,99.0,20.8,100
2025-06-01,24.0712,74.7954,35.6,39.8,0.683,4,78.7,14.04,100
2025-06-12,26.8912,68.5699,31.6,60.9,0.489,3,34.6,9.02,50
2025-06-07,32.0625,93.5024,30.6,61.7,0.665,4,61.4,12.93,100
2025-06-23,13.9862,96.0027,34.2,74.4,0.21,2,16.0,5.29,50
2025-06-13,8.3189,77.9055,28.3,55.4,0.563,2,61.7,13.46,100
2025-06-04,11.9697,77.8167,30.3,55.7,0.987,0,107.5,20.3,200
2025-06-13,34.1005,68.2057,32.6,70.8,0.312,5,32.7,2.35,50
2025-06-11,33.3428,87.7273,29.5,54.9,0.75,1,65.8,13.42,100
2025-06-14,25.325,91.9378,35.3,62.6,0.491,3,58.9,13.59,100
2025-06-11,25.415,72.2516,41.3,82.8,0.687,3,96.7,12.55,100
2025-06-26,27.2861,72.6303,28.2,48.1,0.284,1,10.9,5.94,50
2025-06-28,13.0858,90.9124,23.7,47.0,0.523,0,64.0,8.27,100
2025-06-17,34.5179,85.8724,22.0,20.2,0.982,1,83.8,22.75,100
2025-06-06,20.1443,69.301,31.2,62.9,0.276,0,28.2,3.93,50
2025-06-07,19.111,86.0539,28.7,22.1,0.673,2,81.4,15.84,100
2025-06-27,23.0486,76.9586,33.0,55.3,0.618,0,65.7,10.91,100
2025-06-30,9.362,78.693,32.7,76.3,0.609,0,63.9,7.33,100
2025-06-17,12.8222,90.3222,24.0,58.5,0.654,3,47.3,15.52,50
2025-06-14,29.403,91.5171,22.9,38.9,0.552,2,38.8,8.2,50
2025-06-15,10.4012,79.6103,33.5,75.0,0.115,2,10.0,1.47,50
2025-06-15,25.4914,95.4674,32.7,38.9,0.91,2,77.4,22.93,100
2025-06-07,15.1151,79.7874,29.9,71.3,0.844,3,63.4,24.64,100
2025-06-04,19.2896,90.3832,23.7,62.7,0.257,1,13.9,5.68,50
2025-06-30,16.3721,82.0324,34.4,31.9,0.472,2,40.0,8.66,50
2025-06-27,18.3145,94.0284,38.4,83.4,0.793,0,98.4,15.91,100
2025-06-26,28.8523,94.3251,33.4,34.0,0.982,0,101.1,17.01,200
2025-06-25,16.6165,70.5351,27.8,89.3,0.956,5,76.3,20.78,100
2025-06-26,24.4257,95.1583,32.2,20.5,0.909,2,109.4,22.38,200
2025-06-15,21.8055,91.9405,25.2,38.4,0.243,1,12.8,5.78,50
2025-06-25,27.2465,90.948,37.3,34.0,0.923,1,108.4,16.12,200
2025-06-01,35.1681,73.8264,32.4,21.0,0.891,0,109.1,18.63,200
2025-06-14,29.2446,91.3485,23.2,71.3,0.439,2,33.4,6.36,50
2025-06-12,14.2333,92.6538,30.5,68.5,0.455,1,46.4,5.85,50
2025-06-01,8.9043,76.3854,34.3,75.5,0.514,1,72.2,12.31,100
2025-06-30,15.6057,95.6155,30.3,38.0,0.691,4,66.6,14.29,100
2025-06-17,25.2573,69.4459,30.6,51.1,0.335,2,45.1,10.85,50
2025-06-02,9.4913,72.3474,25.9,66.1,0.121,1,10.0,0.81,50
2025-06-30,22.3946,83.5899,34.8,50.8,0.227,1,31.6,7.5,50
2025-06-22,25.3084,84.698,28.8,68.8,0.496,1,49.4,13.7,50
2025-06-29,17.6931,86.7094,21.2,64.4,0.354,3,18.5,8.89,50
2025-06-11,30.3565,68.4921,30.1,28.0,0.788,3,73.6,16.65,100
2025-06-05,11.0913,95.8506,36.9,74.7,0.196,0,23.4,2.72,50
2025-06-26,10.179,69.2931,30.1,70.4,0.926,2,79.8,18.44,100
2025-06-04,29.1175,72.1488,40.7,65.9,0.906,2,102.2,15.92,200
2025-06-12,22.3692,68.4064,34.1,30.9,0.918,1,95.3,20.14,100
2025-06-28,27.9637,84.4389,33.7,38.8,0.766,1,86.2,17.03,100
2025-06-14,20.61,95.0357,31.4,47.5,0.196,0,20.8,3.46,50
2025-06-21,15.1457,87.3125,31.7,39.6,0.494,0,62.7,9.94,100
2025-06-09,31.754,91.8571,30.7,35.9,0.218,2,33.2,4.45,50
2025-06-20,31.1831,68.3852,30.5,76.4,0.989,3,113.1,18.85,200
2025-06-05,28.1462,83.7184,34.7,64.7,0.4,1,45.0,5.89,50
2025-06-04,15.8922,81.3273,27.3,59.6,0.627,2,53.5,12.4,100
2025-06-18,25.1167,82.4701,26.6,35.8,0.801,2,61.3,16.23,100
2025-06-19,18.4682,70.0942,26.4,84.3,0.929,2,100.6,21.89,200
2025-06-03,10.6559,87.8486,42.2,33.4,0.78,1,84.8,17.44,100
2025-06-07,34.6021,82.5934,34.7,75.6,0.707,3,68.7,18.72,100
2025-06-15,11.9677,90.1893,33.5,87.7,0.519,0,59.4,11.76,100
2025-06-13,35.5569,82.0734,26.7,70.9,0.645,3,56.5,11.23,100
2025-06-06,20.9342,72.3321,35.1,89.5,0.185,2,40.6,1.73,50
2025-06-15,13.3689,86.7995,31.4,65.6,0.896,1,84.0,16.3,100
2025-06-29,23.7151,72.9992,33.1,35.2,0.589,1,63.8,11.57,100
2025-06-17,33.3154,93.2994,27.1,34.3,0.136,2,10.0,2.17,50
2025-06-01,29.2345,85.7804,32.8,42.7,0.928,1,109.3,20.44,200
2025-06-04,31.3903,72.5589,29.9,20.5,0.54,2,37.1,14.16,50
2025-06-10,27.1047,95.9078,28.2,67.7,0.882,3,110.4,16.72,200
2025-06-06,28.076,83.0326,35.7,38.8,0.871,1,94.5,14.63,100
2025-06-28,32.6267,70.1141,24.3,77.1,0.834,2,72.0,20.97,100
2025-06-01,15.2404,86.1782,34.8,45.1,0.155,3,22.4,5.06,50
2025-06-17,22.1933,75.3428,35.4,53.6,0.322,3,29.6,6.87,50
2025-06-15,14.4151,91.3071,27.6,87.6,0.888,4,91.8,22.92,100
2025-06-18,36.6424,91.7168,27.9,37.0,0.909,1,83.7,21.17,100
2025-06-15,35.3777,96.3895,30.9,70.5,0.512,2,49.4,10.06,50
2025-06-09,9.1434,82.5542,33.4,72.9,0.496,3,67.6,13.16,100
2025-06-09,28.4617,81.1937,31.2,35.5,0.258,1,10.4,7.96,50
2025-06-20,34.8322,89.8508,34.2,55.1,0.972,0,101.5,21.12,200
2025-06-27,13.2367,71.8416,40.8,44.5,0.292,0,44.3,8.38,50
2025-06-15,24.4704,83.8605,29.5,74.0,0.272,0,27.8,3.54,50
2025-06-21,34.5492,83.8412,23.4,63.6,0.695,0,54.0,13.95,100
2025-06-22,8.9844,70.5947,36.1,53.3,0.319,4,37.9,11.67,50
2025-06-17,28.2252,80.1215,40.4,74.6,0.945,1,128.6,18.62,200
2025-06-24,16.6231,92.7453,34.0,36.5,0.11,2,22.0,1.91,50
2025-06-12,34.8075,92.8285,26.6,72.8,0.105,0,10.0,2.32,50
2025-06-14,36.1607,70.8779,31.4,80.6,0.554,3,64.0,9.41,100
2025-06-18,35.3837,70.6309,26.4,81.5,0.539,0,49.0,11.43,50
2025-06-20,21.7522,75.6182,35.2,74.9,0.247,1,39.9,2.11,50
2025-06-26,32.9992,93.3682,25.2,48.6,0.545,0,45.3,13.43,50
2025-06-27,32.4919,71.7382,30.5,88.7,0.47,0,39.7,6.16,50
2025-06-11,17.2539,88.8799,27.0,46.6,0.901,1,68.9,20.22,100
2025-06-12,32.0385,70.9338,32.6,64.7,0.108,3,26.2,2.2,50
2025-06-13,9.0732,86.071,30.2,31.3,0.979,0,105.0,17.46,200
2025-06-01,25.2918,78.326,32.9,88.6,0.662,1,74.1,13.79,100
2025-06-03,14.6703,90.8785,32.1,69.3,0.237,2,33.3,6.34,50
2025-06-18,11.4964,74.777,27.1,72.7,0.142,6,22.2,6.02,50
2025-06-19,10.2316,86.5369,35.1,24.6,0.584,2,49.2,13.36,50
2025-06-17,28.1924,74.8348,31.8,73.4,0.311,2,34.6,8.6,50
2025-06-22,17.8564,88.6961,27.1,74.2,0.371,2,14.6,4.4,50
2025-06-11,29.0182,93.3367,43.2,67.0,0.321,2,48.0,7.69,50
2025-06-07,9.8953,71.6773,34.4,40.4,0.685,2,78.4,11.97,100
2025-06-15,17.1434,93.1313,31.2,54.3,0.598,4,58.1,11.42,100
2025-06-21,23.6452,85.2137,39.1,27.7,0.17,2,48.3,2.2,50
2025-06-17,30.931,71.6862,41.2,53.0,0.574,1,71.3,8.03,100
2025-06-27,17.2438,80.3987,31.3,37.1,0.812,1,75.4,16.72,100
2025-06-09,26.1508,72.6649,33.7,44.4,0.173,3,23.2,1.43,50
2025-06-02,33.6934,88.3101,27.1,31.4,0.901,1,75.4,19.33,100
2025-06-12,25.86,90.0072,31.3,36.1,0.62,3,55.2,16.94,100
2025-06-09,14.7558,71.0681,31.0,25.4,0.956,3,106.5,23.75,200
2025-06-22,8.7076,82.6781,32.9,84.4,0.233,1,37.6,2.98,50
2025-06-15,33.2329,91.6241,33.7,57.1,0.994,0,106.5,17.51,200
2025-06-14,8.6168,95.1487,34.8,47.8,0.68,2,81.3,16.16,100
2025-06-04,33.3663,82.892,33.2,57.5,0.611,3,86.8,13.83,100
2025-06-25,23.3392,95.5581,25.9,64.0,0.564,0,49.7,11.13,50
2025-06-14,35.233,83.535,27.3,84.5,0.121,2,10.0,0.8,50
2025-06-30,31.1647,79.4315,29.3,32.5,0.946,2,98.9,20.16,100
2025-06-13,36.9401,92.5979,30.6,40.7,0.68,4,77.3,17.33,100
2025-06-23,18.1706,82.2965,37.3,88.3,0.182,0,38.5,2.09,50
2025-06-24,30.2485,81.6852,26.2,46.0,0.119,2,17.6,4.31,50
2025-06-11,19.656,82.2191,30.2,21.6,0.146,2,24.8,4.24,50
2025-06-28,21.9164,92.5568,36.8,30.3,0.648,2,80.2,12.65,100
2025-06-22,26.1977,92.1263,30.5,21.8,0.653,2,72.4,13.96,100
2025-06-13,33.3366,79.7021,34.3,89.3,0.55,1,65.6,9.41,100
2025-06-06,36.5384,77.6657,31.3,39.5,0.376,0,23.7,9.23,50
2025-06-18,30.2799,82.2659,33.3,84.6,0.579,1,45.7,10.02,50
2025-06-02,20.1152,84.6104,30.9,89.7,0.565,2,47.3,11.1,50
2025-06-22,20.2194,74.9118,35.3,62.0,0.117,0,27.8,4.15,50
2025-06-12,29.3899,91.0247,24.3,22.3,0.354,1,22.5,6.53,50
2025-06-07,14.9245,82.108,30.2,25.7,0.148,3,16.5,2.59,50
2025-06-24,11.2037,77.6873,33.5,53.7,0.91,2,111.9,19.57,200
2025-06-06,18.284,71.0978,34.7,48.4,0.753,1,93.2,19.15,100
2025-06-04,16.3299,74.9265,39.5,62.4,0.997,2,92.2,23.27,100
2025-06-11,16.5929,95.5292,30.0,50.7,0.372,0,44.5,8.66,50
2025-06-23,14.7746,76.8479,39.4,85.4,0.891,5,103.8,22.31,200
2025-06-23,9.2207,72.8969,28.7,57.4,0.643,2,55.8,14.89,100
2025-06-01,8.5183,81.3595,38.6,68.6,0.508,1,60.4,11.12,100
2025-06-06,36.6439,76.9055,36.1,82.8,0.3,2,36.0,8.83,50
2025-06-03,20.4054,69.0196,27.4,30.3,0.765,1,59.5,16.49,100
2025-06-05,19.1455,77.3712,33.5,36.1,0.914,3,99.1,19.67,100
2025-06-04,27.7098,83.7792,31.7,27.5,0.312,5,55.5,9.11,100
2025-06-19,14.3294,83.9997,35.1,29.8,0.258,5,43.6,8.32,50
2025-06-30,35.5489,78.3402,30.9,55.9,0.727,5,53.8,17.65,100
2025-06-13,30.804,80.9718,30.5,42.5,0.979,1,101.6,20.81,200
2025-06-26,10.5929,96.0,38.8,49.6,0.775,5,93.6,16.03,100
2025-06-05,20.1098,78.9431,31.5,88.8,0.356,2,27.9,7.71,50
2025-06-28,33.4944,75.4886,36.1,31.0,0.478,3,44.8,8.53,50
2025-06-11,35.3972,75.0605,30.9,57.9,0.446,2,54.9,10.45,100
2025-06-18,21.5546,81.2752,40.3,26.9,0.867,2,103.2,19.03,200
2025-06-03,25.7889,90.0261,28.6,42.3,0.794,1,72.5,19.02,100
2025-06-01,12.844,73.9737,28.9,56.9,0.63,1,67.4,13.7,100
2025-06-24,36.7439,88.5696,39.6,86.3,0.347,2,70.3,7.2,100
2025-06-17,14.7185,68.6133,29.8,47.4,0.944,0,96.7,18.04,100
2025-06-18,35.3392,80.1491,40.0,24.5,0.688,6,86.7,18.05,100
2025-06-13,26.8398,90.5001,36.5,47.2,0.973,4,106.8,20.1,200
2025-06-30,25.6244,77.8233,31.2,30.2,0.622,0,60.1,12.75,100
2025-06-07,22.868,84.3484,22.9,36.1,0.839,1,81.4,19.19,100
2025-06-16,14.6894,73.9444,31.9,63.3,0.832,0,84.1,20.69,100
2025-06-24,13.1193,89.5179,32.5,24.7,0.404,0,49.1,10.39,50
2025-06-11,14.3941,69.5161,37.8,52.5,0.968,3,123.5,19.81,200
2025-06-06,13.4067,92.7237,39.9,62.7,0.12,4,34.3,2.91,50
2025-06-13,30.6079,73.7477,28.6,49.5,0.792,3,64.4,18.6,100
2025-06-15,18.1536,93.3575,36.0,21.3,0.969,0,92.6,18.95,100
2025-06-30,9.6774,78.2233,35.8,89.0,0.405,1,61.7,5.64,100
2025-06-14,36.104,88.9578,37.4,45.7,0.683,1,78.3,19.34,100
2025-06-21,33.6298,77.2575,34.5,74.5,0.606,2,70.0,13.47,100
2025-06-05,34.9048,94.2714,22.3,42.8,0.785,4,59.0,20.2,100
2025-06-05,36.8523,71.6725,31.2,53.3,0.88,0,96.0,16.93,100
2025-06-26,13.043,73.1771,26.2,47.2,0.643,1,77.5,13.3,100
2025-06-15,19.491,82.2979,31.0,44.0,0.834,1,86.4,17.48,100
2025-06-27,29.9889,70.3762,36.9,21.5,0.381,1,54.9,7.57,100
2025-06-03,28.1846,73.6834,33.5,45.2,0.306,0,48.3,4.6,50
2025-06-25,12.463,95.3692,37.7,82.3,0.488,4,77.2,16.16,100
2025-06-30,31.6592,96.3182,33.7,68.3,0.71,3,69.8,16.41,100
2025-06-16,14.5088,78.9115,25.5,30.2,0.269,2,24.3,3.22,50
2025-06-08,14.4907,94.7753,19.4,61.4,0.712,2,68.1,15.44,100
2025-06-15,23.5723,83.7999,32.7,82.5,0.455,3,65.1,7.72,100
2025-06-26,25.1953,75.8225,30.9,69.0,0.816,2,78.7,15.63,100
2025-06-02,24.8225,88.3696,27.1,30.4,0.133,2,10.0,3.87,50
2025-06-02,10.6531,87.1082,23.5,80.7,0.701,5,58.8,17.6,100
2025-06-09,33.4464,96.6846,28.3,41.1,0.685,2,62.7,9.65,100
2025-06-23,15.7024,75.6864,31.0,51.8,0.947,2,93.4,23.37,100
2025-06-28,11.7559,87.4897,35.3,56.8,0.742,3,86.3,15.02,100
2025-06-01,33.7737,69.5087,32.9,79.5,0.817,1,80.6,16.39,100
2025-06-26,35.7139,71.2957,40.0,85.2,0.914,1,122.0,21.85,200
2025-06-18,33.0017,68.1136,26.8,85.1,0.708,3,62.0,19.08,100
2025-06-11,31.476,96.9844,36.4,20.6,0.361,0,39.7,5.98,50
2025-06-02,27.002,91.2659,32.2,84.5,0.883,1,79.9,20.29,100
2025-06-08,23.9749,90.815,35.5,23.8,0.773,4,98.1,17.78,100
2025-06-10,10.5226,82.7821,29.8,38.6,0.482,3,35.0,16.45,50
2025-06-22,19.8451,76.7019,37.4,56.0,0.739,2,89.6,14.43,100
2025-06-02,18.808,72.3867,33.5,53.6,0.881,4,100.3,22.92,200
2025-06-16,15.5329,76.2556,28.6,62.3,0.978,2,66.5,19.39,100
2025-06-13,28.9792,78.9032,31.9,53.6,0.957,1,85.5,17.49,100
2025-06-13,22.3804,89.933,30.8,85.4,0.393,2,36.7,8.25,50
2025-06-05,10.3503,83.6502,34.4,36.8,0.48,2,73.5,7.32,100
2025-06-13,14.3853,70.247,26.1,39.2,0.199,1,10.3,2.62,50
